"","host","virus","presence","suitability"
"182","Pteronotus parnellii","Betacoronavirus",1,5.98554968028722e+301
"2629","Carollia brevicauda","Betacoronavirus",0,1.32841264499405e+293
"174","Pipistrellus abramus","Betacoronavirus",1,2.44063742320094e+292
"196","Rhinopoma hardwickii","Betacoronavirus",1,9.64972759857026e+275
"163","Megaloglossus woermanni","Betacoronavirus",1,8.33574643660766e+275
"153","Eumops glaucinus","Betacoronavirus",1,7.24885431510066e+275
"3332","Plecotus auritus","Betacoronavirus",0,1.56456305938302e+275
"144","Dyacopterus spadiceus","Betacoronavirus",1,4.93717621568546e+224
"3299","Pipistrellus coromandra","Betacoronavirus",0,4.11182003624431e+224
"2628","Cardioderma cor","Betacoronavirus",0,1.1449143448707e+224
"2738","Epomophorus wahlbergi","Betacoronavirus",0,4.50975606693101e+223
"3302","Pipistrellus hesperus","Betacoronavirus",0,3.92260193026089e+223
"3601","Vampyrodes caraccioli","Betacoronavirus",0,1.63588016459011e+223
"2956","Lonchophylla robusta","Betacoronavirus",0,6.21689800368132e+222
"2996","Mimon crenulatum","Betacoronavirus",0,2.68467318159774e+220
"2744","Eptesicus brasiliensis","Betacoronavirus",0,1.31977278762171e+220
"2740","Epomops dobsonii","Betacoronavirus",0,3.07857949863471e+219
"146","Eidolon helvum","Betacoronavirus",1,6.58372630970023e+198
"134","Artibeus lituratus","Betacoronavirus",1,1.66879395676768e+196
"145","Eidolon dupreanum","Betacoronavirus",1,1.56960302490554e+193
"3352","Pteronotus quadridens","Betacoronavirus",0,3.87073229544815e+187
"3593","Uroderma bilobatum","Betacoronavirus",0,3.71990069760712e+180
"3594","Uroderma magnirostrum","Betacoronavirus",0,3.55325035807837e+180
"152","Eptesicus serotinus","Betacoronavirus",1,1.13807384754504e+179
"204","Vespertilio sinensis","Betacoronavirus",1,7.36268477456948e+173
"3612","Vespertilio murinus","Betacoronavirus",0,6.54189614757495e+171
"3405","Pteropus temminckii","Betacoronavirus",0,4.45391746876816e+171
"3101","Myotis californicus","Betacoronavirus",0,2.32078388814417e+156
"3102","Myotis capaccinii","Betacoronavirus",0,1.09360012046942e+156
"203","Tylonycteris pachypus","Betacoronavirus",1,1.17763391885003e+155
"3592","Tylonycteris robustula","Betacoronavirus",0,1.15899200164433e+155
"3291","Phyllostomus elongatus","Betacoronavirus",0,3.39818674859616e+132
"3293","Phyllostomus latifolius","Betacoronavirus",0,9.07191774830355e+131
"3292","Phyllostomus hastatus","Betacoronavirus",0,5.57207459960518e+131
"3290","Phyllostomus discolor","Betacoronavirus",0,5.5169336170953e+131
"3030","Mops brachypterus","Betacoronavirus",0,6.92623507625962e+130
"150","Epomops franqueti","Betacoronavirus",1,5.33811731672628e+127
"176","Pipistrellus kuhlii","Betacoronavirus",1,1.32441204451281e+124
"2741","Eptesicus andinus","Betacoronavirus",0,2.55382181692902e+122
"138","Carollia perspicillata","Betacoronavirus",1,2.30984872665713e+122
"2632","Carollia sowelli","Betacoronavirus",0,2.30566392775494e+122
"2631","Carollia colombiana","Betacoronavirus",0,2.17692141332404e+122
"183","Pteropus alecto","Betacoronavirus",1,6.0114898431962e+121
"2743","Eptesicus bottae","Betacoronavirus",0,3.52149542763408e+121
"2742","Eptesicus bobrinskoi","Betacoronavirus",0,7.78541789080556e+120
"155","Hipposideros caffer","Betacoronavirus",1,3.19308195016477e+120
